True\Pred	Amur_Falcon	Asian_Brown_Flycatcher	Asian_House_Martin	Asian_Koel	Azure-winged_Magpie	Bar-tailed_Godwit	Barn_Swallow	Besra	Black-browed_Reed_Warbler	Black-capped_Kingfisher	Black-collared_Starling	Black-crowned_Night_Heron	Black-headed_Bunting	Black-naped_Tern	Black-tailed_Gull	Black-winged_Cuckooshrike	Black-winged_Kite	Black-winged_Stilt	Black_Kite	Blue-tailed_Bee-eater	Blue_Rock_Thrush	Broad-billed_Sandpiper	Brown-cheeked_Rail	Brown-flanked_Bush_Warbler	Brown_Shrike	Buff-bellied_Pipit	Caspian_Tern	Chestnut-eared_Bunting	Chestnut_Bulbul	Chinese_Barbet	Chinese_Francolin	Chinese_Grey_Shrike	Chinese_Penduline_Tit	Chinese_Pond_Heron	Collared_Owlet	Common_Cuckoo	Common_Greenshank	Common_Kestrel	Common_Kingfisher	Common_Redshank	Common_Sandpiper	Common_Snipe	Common_Tailorbird	Crested_Honey_Buzzard	Crested_Myna	Curlew_Sandpiper	Dusky_Warbler	Eastern_Imperial_Eagle	Eastern_Spot-billed_Duck	Eastern_Yellow_Wagtail	Eurasian_Bittern	Eurasian_Hobby	Eurasian_Hoopoe	Eurasian_Magpie	Eurasian_Teal	Eurasian_Tree_Sparrow	Eurasian_Wigeon	Eurasian_Wryneck	Falcated_Duck	Far_Eastern_Curlew	Fork-tailed_Drongo-_Cuckoo	Fork-tailed_Sunbird	Gadwall	Garganey	Glossy_Ibis	Golden-headed_Cisticola	Great_Crested_Grebe	Great_Egret	Greater_Coucal	Greater_Crested_Tern	Greater_Necklaced_Laughingthrush	Greater_Painted-snipe	Greater_Sand_Plover	Green-billed_Malkoha	Green_Sandpiper	Grey-backed_Thrush	Grey-capped_Greenfinch	Grey-chinned_Minivet	Grey-headed_Lapwing	Grey-tailed_Tattler	Grey_Heron	Grey_Nightjar	Grey_Plover	Grey_Wagtail	Gull-billed_Tern	Hen_Harrier	Himalayan_Swiftlet	House_Sparrow	House_Swift	Indian_Cuckoo	Japanese_Quail	Japanese_Sparrowhawk	Kentish_Plover	Large-billed_Crow	Large_Hawk-_Cuckoo	Lesser_Coucal	Lesser_Sand_Plover	Lesser_Whistling_Duck	Light-vented_Bulbul	Little_Bunting	Little_Curlew	Little_Egret	Little_Ringed_Plover	Long-billed_Dowitcher	Long-toed_Stint	Mallard	Marsh_Sandpiper	Masked_Laughingthrush	Mountain_Bulbul	Mountain_Scops_Owl	Northern_Pintail	Northern_Shoveler	Oriental_Dollarbird	Oriental_Pratincole	Oriental_Scops_Owl	Oriental_Turtle_Dove	Pacific_Golden_Plover	Pacific_Reef_Heron	Pacific_Swift	Pale_Thrush	Pallas's_Leaf_Warbler	Pheasant-tailed_Jacana	Pied_Avocet	Pied_Kingfisher	Pin-tailed_Snipe	Plain_Prinia	Plaintive_Cuckoo	Plumbeous_Water_Redstart	Purple_Heron	Red-billed_Blue_Magpie	Red-flanked_Bluetail	Red-necked_Phalarope	Red-rumped_Swallow	Red-throated_Pipit	Red-whiskered_Bulbul	Red_Collared_Dove	Red_Knot	Richard's_Pipit	River_Lapwing	Rufous-capped_Babbler	Sand_Martin	Sanderling	Scaly-breasted_Munia	Scarlet-backed_Flowerpecker	Scarlet_Minivet	Sharp-tailed_Sandpiper	Siberian_Rubythroat	Slaty-breasted_Rail	Slaty-legged_Crake	Sooty-headed_Bulbul	Spotted_Dove	Spotted_Redshank	Stejneger's_Stonechat	Streak-breasted_Scimitar_Babbler	Striated_Heron	Swinhoe's_Snipe	Taiwan_Hwamei	Temminck's_Stint	Tristram's_Bunting	Verditer_Flycatcher	Von_Schrenck's_Bittern	Warbling_White-eye	Water_Pipit	Western_Osprey	Whimbrel	Whiskered_Tern	White's_Thrush	White-breasted_Waterhen	White-cheeked_Starling	White-rumped_Munia	White-tailed_Robin	White-throated_Kingfisher	White-winged_Tern	White_Wagtail	Wood_Sandpiper	Yellow-bellied_Prinia	Yellow-browed_Warbler	Yellow_Bittern	Zitting_Cisticola	True_Total	Recall
Chinese_Grey_Shrike	0.002299	0.000000	0.000000	0.000000	0.000000	0.027586	0.002299	0.013793	0.004598	0.016092	0.002299	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.022989	0.000000	0.000000	0.000000	0.000000	0.002299	0.000000	0.011494	0.018391	0.002299	0.000000	0.002299	0.000000	0.000000	0.367816	0.009195	0.000000	0.002299	0.002299	0.041379	0.000000	0.016092	0.000000	0.018391	0.027586	0.000000	0.000000	0.000000	0.011494	0.000000	0.000000	0.002299	0.002299	0.000000	0.002299	0.000000	0.002299	0.002299	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002299	0.089655	0.004598	0.006897	0.000000	0.000000	0.002299	0.002299	0.000000	0.000000	0.002299	0.000000	0.000000	0.002299	0.025287	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013793	0.000000	0.000000	0.011494	0.002299	0.000000	0.002299	0.002299	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004598	0.000000	0.002299	0.002299	0.000000	0.000000	0.018391	0.000000	0.000000	0.000000	0.000000	0.002299	0.000000	0.002299	0.000000	0.000000	0.002299	0.009195	0.000000	0.004598	0.000000	0.000000	0.000000	0.000000	0.000000	0.009195	0.000000	0.000000	0.000000	0.011494	0.000000	0.000000	0.000000	0.000000	0.004598	0.000000	0.006897	0.018391	0.000000	0.000000	0.000000	0.002299	0.000000	0.000000	0.000000	0.000000	0.000000	0.002299	0.000000	0.000000	0.002299	0.000000	0.000000	0.000000	0.004598	0.002299	0.000000	0.000000	0.000000	0.000000	0.000000	0.004598	0.000000	0.018391	0.022989	0.000000	0.002299	0.006897	0.002299	0.006897	0.000000	0.000000	0.000000	0.000000	0.004598	0.000000	0.011494	0.000000	0.000000	0.000000	435	0.367816
Chinese_Penduline_Tit	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002732	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002732	0.000000	0.000000	0.000000	0.000000	0.000000	0.756831	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.040984	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002732	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002732	0.000000	0.000000	0.000000	0.002732	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002732	0.000000	0.000000	0.000000	0.010929	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008197	0.002732	0.000000	0.000000	0.000000	0.002732	0.019126	0.002732	0.005464	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008197	0.000000	0.008197	0.000000	0.000000	0.000000	0.000000	0.000000	0.076503	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010929	0.000000	0.000000	0.000000	0.000000	0.000000	0.002732	0.002732	0.000000	0.000000	0.000000	0.000000	0.024590	0.000000	0.000000	0.000000	0.000000	0.000000	366	0.756831
Chinese_Pond_Heron	0.000000	0.000000	0.000000	0.003333	0.000000	0.006667	0.000000	0.000000	0.003333	0.000000	0.000000	0.013333	0.003333	0.000000	0.000000	0.000000	0.000000	0.000000	0.003333	0.003333	0.000000	0.003333	0.000000	0.000000	0.003333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006667	0.500000	0.000000	0.000000	0.000000	0.000000	0.010000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.020000	0.000000	0.000000	0.003333	0.073333	0.000000	0.000000	0.000000	0.000000	0.000000	0.086667	0.000000	0.000000	0.000000	0.000000	0.000000	0.006667	0.000000	0.023333	0.000000	0.000000	0.100000	0.000000	0.003333	0.000000	0.000000	0.006667	0.010000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003333	0.000000	0.000000	0.000000	0.000000	0.003333	0.000000	0.000000	0.000000	0.003333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010000	0.000000	0.000000	0.003333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006667	0.000000	0.000000	0.000000	0.000000	0.003333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003333	0.003333	0.000000	0.003333	0.000000	0.000000	0.000000	0.000000	0.003333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003333	0.000000	0.000000	0.000000	0.000000	0.003333	0.000000	0.000000	0.003333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003333	0.000000	0.000000	0.000000	0.000000	0.046667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	300	0.500000
Collared_Owlet	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006536	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008715	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008715	0.000000	0.000000	0.000000	0.000000	0.888889	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008715	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002179	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.034858	0.000000	0.000000	0.000000	0.000000	0.002179	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002179	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002179	0.002179	0.000000	0.000000	0.000000	0.002179	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002179	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010893	0.000000	0.000000	0.000000	0.004357	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006536	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004357	0.000000	0.000000	0.000000	0.002179	0.000000	0.000000	0.000000	459	0.888889
Common_Cuckoo	0.002551	0.000000	0.000000	0.002551	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002551	0.000000	0.000000	0.000000	0.000000	0.002551	0.000000	0.000000	0.000000	0.002551	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.915816	0.000000	0.000000	0.002551	0.000000	0.000000	0.002551	0.000000	0.000000	0.000000	0.002551	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002551	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002551	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002551	0.000000	0.000000	0.002551	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002551	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002551	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002551	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002551	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002551	0.000000	0.002551	0.002551	0.000000	0.000000	0.002551	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.015306	0.000000	0.000000	0.002551	0.000000	0.000000	0.002551	0.000000	0.000000	0.002551	0.002551	0.000000	0.000000	0.000000	0.000000	0.002551	0.000000	0.005102	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	392	0.915816
Common_Greenshank	0.000000	0.000000	0.000000	0.000000	0.000000	0.012690	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002538	0.890863	0.000000	0.000000	0.007614	0.002538	0.005076	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002538	0.002538	0.000000	0.000000	0.000000	0.000000	0.002538	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005076	0.000000	0.000000	0.000000	0.000000	0.002538	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002538	0.000000	0.000000	0.000000	0.000000	0.002538	0.000000	0.000000	0.002538	0.000000	0.000000	0.000000	0.000000	0.002538	0.005076	0.000000	0.000000	0.000000	0.010152	0.000000	0.000000	0.000000	0.002538	0.000000	0.000000	0.000000	0.002538	0.000000	0.002538	0.000000	0.007614	0.000000	0.000000	0.000000	0.005076	0.000000	0.000000	0.000000	0.000000	0.000000	0.002538	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002538	0.000000	0.000000	0.002538	0.000000	0.000000	0.002538	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005076	0.000000	0.000000	0.000000	0.000000	0.000000	0.002538	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	394	0.890863
Common_Kestrel	0.011601	0.000000	0.000000	0.006961	0.002320	0.000000	0.000000	0.020882	0.002320	0.000000	0.000000	0.000000	0.009281	0.000000	0.000000	0.002320	0.000000	0.000000	0.002320	0.000000	0.000000	0.016241	0.000000	0.004640	0.000000	0.000000	0.004640	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.809745	0.004640	0.000000	0.002320	0.000000	0.000000	0.000000	0.000000	0.000000	0.002320	0.000000	0.000000	0.000000	0.000000	0.027842	0.000000	0.002320	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002320	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.009281	0.000000	0.002320	0.000000	0.000000	0.004640	0.000000	0.000000	0.002320	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002320	0.000000	0.000000	0.000000	0.004640	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002320	0.000000	0.000000	0.002320	0.000000	0.000000	0.002320	0.000000	0.002320	0.000000	0.000000	0.006961	0.000000	0.000000	0.000000	0.000000	0.000000	0.002320	0.000000	0.000000	0.002320	0.000000	0.004640	0.000000	0.002320	0.002320	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002320	0.000000	0.000000	0.004640	0.000000	0.000000	0.000000	0.000000	0.002320	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	431	0.809745
Common_Kingfisher	0.000000	0.005195	0.000000	0.000000	0.000000	0.000000	0.005195	0.002597	0.000000	0.000000	0.000000	0.000000	0.002597	0.000000	0.002597	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002597	0.000000	0.005195	0.010390	0.000000	0.000000	0.000000	0.000000	0.000000	0.002597	0.000000	0.000000	0.005195	0.000000	0.000000	0.792208	0.000000	0.010390	0.002597	0.000000	0.000000	0.000000	0.002597	0.002597	0.000000	0.000000	0.007792	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005195	0.000000	0.010390	0.010390	0.002597	0.002597	0.000000	0.000000	0.000000	0.002597	0.000000	0.005195	0.000000	0.000000	0.002597	0.000000	0.000000	0.000000	0.000000	0.023377	0.000000	0.000000	0.000000	0.002597	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002597	0.002597	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002597	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005195	0.000000	0.000000	0.000000	0.000000	0.002597	0.000000	0.002597	0.000000	0.015584	0.000000	0.002597	0.000000	0.000000	0.000000	0.002597	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002597	0.007792	0.000000	0.002597	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002597	0.000000	0.000000	0.000000	0.000000	0.002597	0.000000	0.000000	0.000000	0.000000	0.000000	0.002597	0.000000	0.000000	0.002597	0.000000	0.000000	0.002597	0.000000	0.000000	0.005195	0.000000	0.000000	385	0.792208
Common_Redshank	0.000000	0.000000	0.000000	0.000000	0.000000	0.006912	0.000000	0.002304	0.000000	0.002304	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002304	0.002304	0.002304	0.000000	0.000000	0.000000	0.002304	0.000000	0.000000	0.000000	0.002304	0.000000	0.000000	0.000000	0.000000	0.000000	0.002304	0.000000	0.000000	0.000000	0.064516	0.000000	0.000000	0.797235	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002304	0.000000	0.000000	0.000000	0.000000	0.000000	0.011521	0.002304	0.002304	0.000000	0.000000	0.004608	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002304	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002304	0.000000	0.009217	0.000000	0.002304	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002304	0.000000	0.000000	0.000000	0.000000	0.002304	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011521	0.000000	0.000000	0.000000	0.000000	0.002304	0.000000	0.004608	0.000000	0.000000	0.013825	0.000000	0.000000	0.000000	0.000000	0.000000	0.013825	0.000000	0.000000	0.000000	0.000000	0.002304	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002304	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004608	0.000000	0.000000	0.002304	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002304	0.000000	0.004608	0.002304	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002304	0.000000	434	0.797235
Common_Sandpiper	0.004796	0.000000	0.000000	0.000000	0.002398	0.016787	0.000000	0.000000	0.000000	0.000000	0.000000	0.007194	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002398	0.000000	0.000000	0.000000	0.016787	0.000000	0.000000	0.000000	0.000000	0.000000	0.004796	0.000000	0.000000	0.000000	0.007194	0.000000	0.014388	0.000000	0.757794	0.007194	0.002398	0.000000	0.000000	0.004796	0.000000	0.000000	0.002398	0.000000	0.000000	0.000000	0.000000	0.000000	0.002398	0.000000	0.000000	0.000000	0.000000	0.002398	0.000000	0.000000	0.000000	0.007194	0.000000	0.002398	0.000000	0.002398	0.000000	0.004796	0.000000	0.002398	0.002398	0.000000	0.023981	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004796	0.000000	0.000000	0.002398	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002398	0.000000	0.000000	0.000000	0.000000	0.002398	0.000000	0.000000	0.009592	0.000000	0.002398	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004796	0.000000	0.000000	0.000000	0.002398	0.000000	0.000000	0.002398	0.000000	0.014388	0.007194	0.000000	0.000000	0.000000	0.000000	0.002398	0.000000	0.000000	0.002398	0.000000	0.002398	0.000000	0.002398	0.002398	0.000000	0.000000	0.000000	0.000000	0.000000	0.002398	0.000000	0.000000	0.000000	0.004796	0.000000	0.000000	0.002398	0.000000	0.000000	0.000000	0.000000	0.002398	0.000000	0.002398	0.000000	0.004796	0.000000	0.000000	0.002398	0.000000	0.000000	0.000000	0.000000	0.002398	0.000000	0.000000	0.004796	0.000000	0.002398	0.000000	0.000000	417	0.757794
Common_Snipe	0.002309	0.000000	0.000000	0.000000	0.000000	0.011547	0.000000	0.004619	0.000000	0.000000	0.000000	0.006928	0.000000	0.002309	0.002309	0.000000	0.002309	0.002309	0.002309	0.000000	0.000000	0.000000	0.013857	0.000000	0.000000	0.002309	0.006928	0.000000	0.000000	0.000000	0.000000	0.000000	0.006928	0.000000	0.000000	0.009238	0.000000	0.002309	0.011547	0.004619	0.006928	0.653580	0.004619	0.000000	0.000000	0.016166	0.000000	0.000000	0.002309	0.000000	0.011547	0.000000	0.002309	0.020785	0.004619	0.002309	0.032333	0.002309	0.000000	0.000000	0.000000	0.000000	0.000000	0.004619	0.009238	0.000000	0.000000	0.000000	0.000000	0.002309	0.000000	0.000000	0.011547	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002309	0.006928	0.000000	0.004619	0.000000	0.004619	0.004619	0.000000	0.002309	0.000000	0.000000	0.000000	0.000000	0.000000	0.002309	0.000000	0.000000	0.004619	0.000000	0.002309	0.002309	0.000000	0.000000	0.002309	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002309	0.002309	0.002309	0.004619	0.000000	0.000000	0.000000	0.000000	0.002309	0.000000	0.000000	0.000000	0.004619	0.002309	0.000000	0.000000	0.000000	0.002309	0.009238	0.000000	0.000000	0.002309	0.000000	0.002309	0.000000	0.000000	0.002309	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002309	0.000000	0.000000	0.000000	0.002309	0.000000	0.000000	0.006928	0.000000	0.002309	0.000000	0.002309	0.000000	0.000000	0.000000	0.000000	0.004619	0.000000	0.000000	0.000000	0.002309	0.009238	0.000000	0.000000	0.000000	0.002309	0.002309	0.002309	0.000000	0.000000	0.000000	0.000000	433	0.653580
Common_Tailorbird	0.000000	0.000000	0.000000	0.000000	0.000000	0.001949	0.000000	0.000000	0.003899	0.000000	0.000000	0.000000	0.001949	0.001949	0.001949	0.003899	0.000000	0.000000	0.001949	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001949	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007797	0.000000	0.001949	0.818713	0.000000	0.000000	0.000000	0.021442	0.000000	0.000000	0.000000	0.005848	0.000000	0.001949	0.000000	0.000000	0.003899	0.000000	0.001949	0.000000	0.000000	0.000000	0.000000	0.000000	0.001949	0.005848	0.000000	0.000000	0.000000	0.001949	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001949	0.000000	0.000000	0.001949	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013645	0.000000	0.000000	0.000000	0.000000	0.009747	0.000000	0.000000	0.000000	0.000000	0.000000	0.001949	0.000000	0.000000	0.001949	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003899	0.000000	0.000000	0.001949	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003899	0.000000	0.001949	0.001949	0.000000	0.003899	0.001949	0.000000	0.000000	0.001949	0.000000	0.001949	0.001949	0.000000	0.000000	0.000000	0.000000	0.000000	0.003899	0.003899	0.000000	0.000000	0.000000	0.003899	0.000000	0.000000	0.001949	0.000000	0.001949	0.003899	0.000000	0.001949	0.001949	0.000000	0.000000	0.000000	0.001949	0.000000	0.009747	0.000000	0.005848	0.000000	0.000000	0.000000	0.001949	0.000000	0.000000	0.000000	0.000000	0.000000	0.001949	0.003899	0.001949	0.000000	0.000000	0.000000	513	0.818713
Crested_Honey_Buzzard	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011655	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002331	0.039627	0.002331	0.000000	0.006993	0.000000	0.000000	0.002331	0.004662	0.000000	0.002331	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.023310	0.023310	0.018648	0.006993	0.000000	0.000000	0.510490	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016317	0.011655	0.002331	0.018648	0.000000	0.000000	0.002331	0.013986	0.000000	0.025641	0.002331	0.000000	0.000000	0.000000	0.002331	0.004662	0.000000	0.000000	0.000000	0.000000	0.009324	0.000000	0.002331	0.000000	0.011655	0.000000	0.000000	0.000000	0.002331	0.000000	0.000000	0.000000	0.023310	0.000000	0.000000	0.000000	0.000000	0.000000	0.004662	0.002331	0.000000	0.000000	0.000000	0.000000	0.000000	0.002331	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002331	0.004662	0.000000	0.000000	0.000000	0.000000	0.000000	0.004662	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004662	0.000000	0.018648	0.002331	0.000000	0.046620	0.000000	0.000000	0.000000	0.000000	0.018648	0.000000	0.009324	0.000000	0.000000	0.000000	0.000000	0.000000	0.002331	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011655	0.000000	0.000000	0.000000	0.000000	0.000000	0.037296	0.000000	0.000000	0.000000	0.004662	0.000000	0.000000	0.011655	0.002331	0.000000	0.000000	0.002331	0.002331	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	429	0.510490
